time,data,anomaly
118,30.85444706,
119,30.54590259,
120,30.24044357,
121,29.93803913,
122,29.63865874,
123,29.34227215,
124,29.04884943,
125,28.75836094,
126,28.47077733,
127,28.18606955,
128,27.90420886,
129,27.62516677,
130,27.3489151,
131,27.07542595,
132,26.80467169,
133,26.53662497,
134,26.27125873,
135,26.00854614,
136,25.74846068,
137,25.49097607,
138,25.23606631,
139,24.98370565,
140,24.73386859,
141,24.4865299,
142,24.2416646,
143,23.99924796,
144,23.75925548,
145,23.52166292,
146,23.28644629,
147,23.05358183,
148,22.82304601,
149,22.59481555,
150,22.3688674,
151,22.14517872,
152,21.92372694,
153,21.70448967,
154,21.48744477,
155,21.27257032,
156,21.05984462,
157,20.84924617,
158,20.64075371,
159,20.43434617,
160,20.23000271,
161,20.02770269,
162,19.82742566,
163,19.6291514,
164,19.43285989,
165,19.23853129,
166,2211,yes
167,18.85568452,
168,18.66712767,
169,18.48045639,
170,18.29565183,
171,18.11269531,
172,17.93156836,
173,17.75225268,
174,17.57473015,
175,17.39898285,
176,17.22499302,
177,17.05274309,
178,16.88221566,
179,16.7133935,
180,16.54625957,
181,16.38079697,
182,16.216989,
183,16.05481911,
184,15.89427092,
185,15.73532821,
186,15.57797493,
187,15.42219518,
188,15.26797323,
189,15.1152935,
190,14.96414056,
191,14.81449915,
192,14.66635416,
193,14.51969062,
194,14.37449372,
195,14.23074878,
196,14.08844129,
197,13.94755688,
198,13.80808131,
199,13.6700005,
200,13.53330049,
201,13.39796749,
202,13.26398781,
203,13.13134793,
204,13.00003445,
205,12.87003411,
206,12.74133377,
207,12.61392043,
208,12.48778123,
209,12.36290341,
210,12.23927438,
211,12.11688164,
212,11.99571282,
213,11.87575569,
214,11.75699813,
215,11.63942815,
216,11.52303387,
217,11.40780353,
218,11.2937255,
219,11.18078824,
220,11.06898036,
221,10.95829056,
222,10.84870765,
223,10.74022057,
224,10.63281837,
225,10.52649018,
226,10.42122528,
227,10.31701303,
228,10.2138429,
229,10.11170447,
230,10.01058743,
231,9.910481552,
232,9.811376736,
233,9.713262969,
234,9.616130339,
235,9.519969036,
236,9.424769346,
237,9.330521652,
238,9.237216436,
239,9.144844271,
240,9.053395829,
241,8.96286187,
242,8.873233252,
243,8.784500919,
244,8.69665591,
245,8.609689351,
246,8.523592457,
247,8.438356533,
248,8.353972967,
249,8.270433238,
250,8.187728905,
251,8.105851616,
252,8.0247931,
253,7.944545169,
254,7.865099717,
255,7.78644872,
256,7.708584233,
257,7.631498391,
258,7.555183407,
259,7.479631573,
260,7.404835257,
261,7.330786904,
262,7.257479035,
263,7.184904245,
264,7.113055203,
265,7.041924651,
266,6.971505404,
267,6.90179035,
268,6.832772446,
269,6.764444722,
270,6.696800275,
271,6.629832272,
272,6.563533949,
273,6.49789861,
274,6.432919624,
275,6.368590427,
276,6.304904523,
277,6.241855478,
278,6.179436923,
279,6.117642554,
280,6.056466128,
281,5.995901467,
282,5.935942452,
283,5.876583028,
284,5.817817198,
285,5.759639026,
286,5.702042635,
287,5.645022209,
288,5.588571987,
289,5.532686267,
290,5.477359404,
291,5.42258581,
292,5.368359952,
293,5.314676353,
294,5.261529589,
295,5.208914293,
296,5.15682515,
297,5.105256899,
298,5.05420433,
299,5.003662287,
300,4.953625664,
301,4.904089407,
302,4.855048513,
303,4.806498028,
304,4.758433048,
305,4.710848717,
306,4.66374023,
307,4.617102828,
308,4.570931799,
309,4.525222481,
310,4.479970257,
311,4.435170554,
312,344,yes
313,4.34691066,
314,4.303441553,
315,4.260407138,
316,4.217803067,
317,4.175625036,
318,4.133868785,
319,4.092530098,
320,4.051604797,
321,4.011088749,
322,3.970977861,
323,3.931268083,
324,3.891955402,
325,3.853035848,
326,3.814505489,
327,3.776360434,
328,3.73859683,
329,3.701210862,
330,3.664198753,
331,3.627556766,
332,3.591281198,
333,3.555368386,
334,3.519814702,
335,3.484616555,
336,3.44977039,
337,3.415272686,
338,3.381119959,
339,3.347308759,
340,3.313835672,
341,3.280697315,
342,3.247890342,
343,3.215411438,
344,3.183257324,
345,3.151424751,
346,3.119910503,
347,3.088711398,
348,3.057824284,
349,3.027246041,
350,2.996973581,
351,2.967003845,
352,2.937333807,
353,2.907960469,
354,2.878880864,
355,2.850092055,
356,2.821591135,
357,2.793375223,
358,2.765441471,
359,2.737787056,
360,2.710409186,
361,2.683305094,
362,2.656472043,
363,2.629907323,
364,2.603608249,
365,2.577572167,
366,2.551796445,
367,2.526278481,
368,2.501015696,
369,2.476005539,
370,2.451245484,
371,21133,yes
372,2.402465698,
373,2.378441042,
374,2.354656631,
375,2.331110065,
376,2.307798964,
377,2.284720974,
378,2.261873765,
379,2.239255027,
380,2.216862477,
381,2.194693852,
382,2.172746914,
383,2.151019444,
384,2.12950925,
385,2.108214157,
386,2.087132016,
387,2.066260696,
388,2.045598089,
389,2.025142108,
390,2.004890687,
391,1.98484178,
392,1.964993362,
393,1.945343429,
394,1.925889994,
395,1.906631094,
396,1.887564783,
397,1.868689136,
398,1.850002244,
399,1.831502222,
400,1.813187199,
401,1.795055328,
402,1.777104774,
403,1.759333726,
404,1.741740389,
405,1.724322985,
406,1.707079755,
407,1.690008958,
408,1.673108868,
409,1.65637778,
410,1.639814002,
411,1.623415862,
412,1.607181703,
413,1.591109886,
414,1.575198787,
415,1.559446799,
416,1.543852331,
417,1.528413808,
418,1.51312967,
419,1.497998373,
420,1.48301839,
421,1.468188206,
422,1.453506324,
423,1.43897126,
424,1.424581548,
425,1.410335732,
426,2333,yes
427,1.382270051,
428,1.368447351,
429,1.354762877,
430,1.341215248,
431,1.327803096,
432,1.314525065,
433,1.301379814,
434,1.288366016,
435,1.275482356,
436,1.262727533,
437,1.250100257,
438,1.237599255,
439,1.225223262,
440,1.212971029,
441,1.200841319,
442,1.188832906,
443,1.176944577,
444,1.165175131,
445,1.15352338,
446,14,yes
447,1.130568265,
448,1.119262582,
449,1.108069956,
450,1.096989257,
451,1.086019364,
452,1.07515917,
453,1.064407579,
454,1.053763503,
455,1.043225868,
456,1.032793609,
457,1.022465673,
458,1.012241016,
459,1.002118606,
460,0.99209742,
461,0.982176446,
462,0.972354681,
463,0.962631135,
464,0.953004823,
465,0.943474775,
466,0.934040027,
467,0.924699627,
468,0.915452631,
469,0.906298104,
470,0.897235123,
471,0.888262772,
472,112,yes
473,0.870586343,
474,0.86188048,
475,0.853261675,
476,0.844729058,
477,0.836281767,
478,0.82791895,
479,0.81963976,
480,0.811443363,
481,0.803328929,
482,0.79529564,
483,0.787342683,
484,0.779469257,
485,0.771674564,
486,0.763957818,
487,0.75631824,
488,0.748755058,
489,0.741267507,
490,0.733854832,
491,0.726516284,
492,0.719251121,
493,0.71205861,
494,0.704938024,
495,0.697888643,
496,0.690909757,
497,0.684000659,
498,0.677160653,
499,0.670389046,
500,0.663685156,
501,0.657048304,
502,0.650477821,
503,0.643973043,
504,0.637533313,
505,0.631157979,
506,0.6248464,
507,0.618597936,
508,0.612411956,
509,0.606287837,
510,0.600224958,
511,0.594222709,
512,0.588280482,
513,0.582397677,
514,0.5765737,
515,0.570807963,
516,0.565099883,
517,0.559448885,
518,0.553854396,
519,0.548315852,
520,0.542832693,
521,0.537404366,
522,0.532030323,
523,0.526710019,
524,0.521442919,
525,0.51622849,
526,0.511066205,
527,0.505955543,
528,0.500895988,
529,0.495887028,
530,0.490928158,
531,0.486018876,
532,0.481158687,
533,0.4763471,
534,0.471583629,
535,0.466867793,
536,0.462199115,
537,0.457577124,
538,0.453001353,
539,0.448471339,
540,0.443986626,
541,0.43954676,
542,0.435151292,
543,0.430799779,
544,0.426491781,
545,0.422226863,
546,0.418004595,
547,0.413824549,
548,0.409686303,
549,0.40558944,
550,0.401533546,
551,0.39751821,
552,0.393543028,
553,0.389607598,
554,0.385711522,
555,0.22,yes
556,0.378035863,
557,0.374255504,
558,0.370512949,
559,0.36680782,
560,0.363139741,
561,0.359508344,
562,0.355913261,
563,0.352354128,
564,0.348830587,
565,0.345342281,
566,0.341888858,
567,0.338469969,
568,0.33508527,
569,0.331734417,
570,0.328417073,
571,0.325132902,
572,0.321881573,
573,0.318662757,
574,0.31547613,
575,0.312321369,
576,0.309198155,
577,0.306106173,
578,0.303045112,
579,0.30001466,
580,0.297014514,
581,0.294044369,
582,0.291103925,
583,0.288192886,
584,0.285310957,
585,0.282457847,
586,0.279633269,
587,0.276836936,
588,0.274068567,
589,0.271327881,
590,0.268614602,
591,0.265928456,
592,0.263269172,
593,0.26063648,
594,0.258030115,
595,0.255449814,
596,0.252895316,
597,0.250366363,
598,0.247862699,
599,0.245384072,
600,0.242930231,
601,0.240500929,
602,0.23809592,
603,0.235714961,
604,0.233357811,
605,0.231024233,
606,0.228713991,
607,0.226426851,
608,0.224162582,
609,0.221920956,
610,0.219701747,
611,0.217504729,
612,0.215329682,
613,0.213176385,
614,0.211044621,
615,0.208934175,
616,0.206844833,
617,0.204776385,
618,0.202728621,
619,0.200701335,
620,0.198694322,
621,0.196707378,
622,0.194740305,
623,0.192792902,
624,0.190864973,
625,0.188956323,
626,0.18706676,
627,0.185196092,
628,0.183344131,
629,0.18151069,
630,0.179695583,
631,0.177898627,
632,0.176119641,
633,0.174358444,
634,0.17261486,
635,0.170888711,
636,0.169179824,
637,0.167488026,
638,0.165813146,
639,0.164155014,
640,0.162513464,
641,0.160888329,
642,0.159279446,
643,0.157686652,
644,0.156109785,
645,0.154548687,
646,0.1530032,
647,0.151473168,
648,0.149958437,
649,0.148458852,
650,0.146974264,
651,0.145504521,
652,0.144049476,
653,0.142608981,
654,0.141182891,
655,0.139771063,
656,0.138373352,
657,0.136989618,
658,0.135619722,
659,0.134263525,
660,0.13292089,
661,0.131591681,
662,0.130275764,
663,0.128973006,
664,0.127683276,
665,0.126406444,
666,0.125142379,
667,0.123890955,
668,0.122652046,
669,0.121425525,
670,0.12021127,
671,0.119009157,
672,0.117819066,
673,0,yes
674,0.115474466,
675,0.114319722,
676,0.113176525,
677,0.112044759,
678,0.110924312,
679,0.109815069,
680,0.108716918,
681,0.107629749,
682,0.106553451,
683,0.105487917,
684,0.104433038,
685,0.103388707,
686,0.10235482,
687,0.101331272,
688,0.100317959,
689,0.09931478,
690,0.098321632,
691,0.097338415,
692,0.096365031,
693,0.095401381,
694,0.094447367,
695,0.093502894,
696,0.092567865,
697,0.091642186,
698,0.090725764,
699,0.089818506,
700,0.088920321,
701,0.088031118,
702,0.087150807,
703,0.086279299,
704,0.085416506,
705,0.084562341,
706,0.083716717,
707,0.08287955,
708,0.082050755,
709,0.081230247,
710,0.080417945,
711,0.079613765,
712,0.078817628,
713,0.078029451,
714,0.077249157,
715,0.076476665,
716,0.075711899,
717,0.07495478,
718,0.074205232,
719,0.000005,yes
720,0.072728548,
721,0.072001262,
722,0.07128125,
723,0.070568437,
724,0.069862753,
725,0.069164125,
726,0.068472484,
727,0.067787759,
728,0.067109882,
729,0.066438783,
730,0.065774395,
731,0.065116651,
732,0.064465484,
733,0.06382083,
734,0.063182621,
735,0.062550795,
736,0.061925287,
737,0.061306034,
738,0.060692974,
739,0.060086044,
740,0.7,yes
741,0.058890332,
742,0.058301429,
743,0.057718414,
744,0.05714123,
745,0.056569818,
746,0.05600412,
747,0.055444079,
748,0.054889638,
749,0.054340741,
750,0.053797334,
751,0.053259361,
752,0.052726767,
753,0.052199499,
754,0.051677504,
755,0.051160729,
756,0.050649122,
757,0.050142631,
758,0.049641204,
759,0.049144792,
760,0.048653344,
761,0.048166811,
762,0.047685143,
763,0.047208292,
764,0.046736209,
765,0.046268847,
766,0.045806158,
767,0.045348096,
768,0.044894615,
769,0.044445669,
770,0.044001213,
771,0.043561201,
772,0.043125589,
773,0.042694333,
774,0.042267389,
775,0.041844715,
776,0.041426268,
777,0.041012006,
778,0.040601886,
779,0.040195867,
780,0.039793908,
781,0.039395969,
782,0.039002009,
783,0.038611989,
784,0.038225869,
785,0.037843611,
786,0.037465174,
787,0.037090523,
788,0.036719617,
789,0.036352421,
790,0.035988897,
791,0.035629008,
792,0.035272718,
793,0.034919991,
794,0.034570791,
795,0.034225083,
796,0.033882832,
797,0.033544004,
798,0.033208564,
799,0.032876478,
800,0.032547713,
801,0.032222236,
802,0.031900014,
803,0.031581014,
804,0.031265204,
805,0.030952552,
806,0.030643026,
807,0.030336596,
808,0.03003323,
809,0.029732898,
810,0.029435569,
811,0.029141213,
812,0.028849801,
813,0.028561303,
814,0.02827569,
815,0.027992933,
816,0.027713004,
817,0.027435873,
818,0.027161515,
819,0.0268899,
820,0.026621001,
821,0.026354791,
822,0.026091243,
823,0.02583033,
824,0.025572027,
825,0.025316307,
826,0.025063144,
827,0.024812512,
828,0.024564387,
829,0.024318743,
830,0.024075556,
831,0.0238348,
832,0.023596452,
833,0.023360488,
834,0.023126883,
835,0.022895614,
836,0.022666658,
837,0.022439991,
838,0.022215591,
839,0.021993435,
840,0.021773501,
841,0.021555766,
842,0.021340208,
843,0.021126806,
844,0.020915538,
845,0.020706383,
846,0.020499319,
847,0.020294326,
848,0.020091383,
849,0.019890469,
850,0.019691564,
851,0.019494648,
852,0.019299702,
853,0.019106705,
854,0.018915638,
855,0.018726482,
856,0.018539217,
857,0.018353825,
858,0.018170286,
859,0.017988583,
860,0.017808698,
861,0.017630611,
862,0.017454305,
863,0.017279761,
864,0.017106964,
865,0.016935894,
866,0.016766535,
867,0.01659887,
868,0.016432881,
869,0.016268552,
870,0.016105867,
871,0.015944808,
872,0.01578536,
873,0.015627507,
874,0.015471231,
875,0.015316519,
876,0.015163354,
877,0.01501172,
878,0.014861603,
879,0.014712987,yes
880,0.014565857,
881,0.014420199,
882,0.014275997,
883,0.014133237,
884,0.013991904,
885,0.013851985,
886,0.013713466,
887,0.013576331,
888,0.013440568,
889,0.013306162,
890,0.0131731,
891,0.013041369,
892,0.012910956,
893,0.012781846,
894,0.012654028,
895,0.012527487,
896,0.012402212,
897,0.01227819,
898,0.012155408,
899,0.012033854,
900,0.011,yes
901,0.011794381,
902,0.011676437,
903,0.011559672,
904,0.011444076,
905,0.011329635,
906,0.011216339,
907,0.011104175,
908,0.010993133,
909,0.010883202,
910,0.01077437,
911,0.010666626,
912,0.01055996,
913,0.010454361,
914,0.010349817,
915,0.010246319,
916,0.010143856,
917,0.010042417,
918,0.009941993,
919,0.009842573,
920,0.009744147,
921,0.009646706,
922,0.009550239,
923,0.009454736,
924,0.009360189,
925,0.009266587,
926,0.009173921,
927,0.009082182,
928,0.00899136,
929,0.008901447,
930,0.008812432,
931,0.008724308,
932,0.008637065,
933,0.008550694,
934,0.008465187,
935,0.008380535,
936,0.00829673,
937,0.008213763,
938,0.008131625,
939,0.008050309,
940,0.007969806,
941,0.007890108,
942,0.007811206,
943,0.007733094,
944,0.007655763,
945,0.007579206,
946,0.007503414,
947,0.00742838,
948,0.007354096,
949,0.007280555,
950,0.007207749,
951,0.007135672,
952,0.007064315,
953,0.006993672,
954,0.006923735,
955,0.006854498,
956,0.006785953,
957,0.006718093,
958,0.006650912,
959,0.006584403,
960,0.006518559,
961,0.006453374,
962,0.00638884,
963,0.006324952,
964,0.006261702,
965,0.006199085,
966,0.006137094,
967,0.006075723,
968,0.006014966,
969,0.000000001,yes
970,0.005895268,
971,0.005836315,
972,0.005777952,
973,0.005720173,
974,0.005662971,
975,0.005606341,
976,0.005550278,
977,0.005494775,
978,0.005439827,
979,0.005385429,
980,0.005331575,
981,0.005278259,
982,0.005225477,
983,0.005173222,
984,0.00512149,
985,0.005070275,
986,0.005019572,
987,0.004969376,
988,0.004919682,
989,0.004870486,
990,0.004821781,
991,0.004773563,
992,0.004725827,
993,0.004678569,
994,0.004631783,
995,0.004585465,
996,0.004539611,
997,0.004494215,
998,0.004449273,
999,0.00440478,
1000,0.004360732,
