time,data,anomaly
373,"4,051  ",
374,"4,091  ",
375,"4,132  ",
376,"4,174  ",
377,"4,215  ",
378,"4,258  ",
379,"4,300  ",
380,"4,343  ",
381,"4,387  ",
382,"4,430  ",
383,"4,475  ",
384,"4,519  ",
385,"4,565  ",
386,"4,610  ",
387,"4,656  ",
388,"4,703  ",
389,"4,750  ",
390,"4,797  ",
391,"4,845  ",
392,"4,894  ",
393,"4,943  ",
394,"4,992  ",
395,"5,042  ",
396,"5,093  ",
397,"5,144  ",
398,"5,195  ",
399,"5,247  ",
400,"5,299  ",
401,"5,352  ",
402,"5,406  ",
403,"5,460  ",
404,"5,515  ",
405,"5,570  ",
406,"5,625  ",
407,"5,682  ",
408,"5,739  ",
409,"5,796  ",
410,"5,854  ",
411,"5,912  ",
412,"5,972  ",
413,"6,031  ",
414,"6,092  ",
415,"6,152  ",
416,"6,214  ",
417,"6,276  ",
418,"6,339  ",
419,"6,402  ",
420,"6,466  ",
421,"6,531  ",
422,"6,596  ",
423,"6,662  ",
424,"6,729  ",
425,"6,796  ",
426,"1,000,000  ",yes
427,"6,933  ",
428,"7,002  ",
429,"7,072  ",
430,"7,143  ",
431,"7,214  ",
432,"7,286  ",
433,"7,359  ",
434,"7,433  ",
435,"7,507  ",
436,"7,582  ",
437,"7,658  ",
438,"7,735  ",
439,"7,812  ",
440,"7,890  ",
441,"7,969  ",
442,"8,049  ",
443,"8,129  ",
444,"8,210  ",
445,"8,293  ",
446,32  ,yes
447,"8,459  ",
448,"8,544  ",
449,"8,629  ",
450,"8,716  ",
451,"8,803  ",
452,"8,891  ",
453,"8,980  ",
454,"9,069  ",
455,"9,160  ",
456,"9,252  ",
457,"9,344  ",
458,"9,438  ",
459,"9,532  ",
460,"9,627  ",
461,"9,724  ",
462,"9,821  ",
463,"9,919  ",
464,"10,018  ",
465,"10,119  ",
466,"10,220  ",
467,"10,322  ",
468,"10,425  ",
469,"10,529  ",
470,"10,635  ",
471,"10,741  ",
472,2  ,yes
473,"10,957  ",
474,"11,066  ",
475,"11,177  ",
476,"11,289  ",
477,"11,402  ",
478,"11,516  ",
479,"11,631  ",
480,"11,747  ",
481,"11,865  ",
482,"11,983  ",
483,"12,103  ",
484,"12,224  ",
485,"12,347  ",
486,"12,470  ",
487,"12,595  ",
488,"12,721  ",
489,"12,848  ",
490,"12,976  ",
491,"13,106  ",
492,"13,237  ",
493,"13,370  ",
494,"13,503  ",
495,"13,638  ",
496,"13,775  ",
497,"13,912  ",
498,"14,052  ",
499,"14,192  ",
500,"14,334  ",
501,"14,477  ",
502,"14,622  ",
503,"14,768  ",
504,"14,916  ",
505,"15,065  ",
506,"15,216  ",
507,"15,368  ",
508,"15,522  ",
509,"15,677  ",
510,"15,834  ",
511,"15,992  ",
512,"16,152  ",
513,"16,313  ",
514,"16,476  ",
515,"16,641  ",
516,"16,808  ",
517,"16,976  ",
518,"17,146  ",
519,"17,317  ",
520,"17,490  ",
521,"17,665  ",
522,"17,842  ",
523,"18,020  ",
524,"18,200  ",
525,"18,382  ",
526,"18,566  ",
527,"18,752  ",
528,"18,939  ",
529,"19,129  ",
530,"19,320  ",
531,"19,513  ",
532,"19,708  ",
533,"19,905  ",
534,"20,104  ",
535,"20,305  ",
536,"20,509  ",
537,"20,714  ",
538,"20,921  ",
539,"21,130  ",
540,"21,341  ",
541,"21,555  ",
542,"21,770  ",
543,"21,988  ",
544,"22,208  ",
545,"22,430  ",
546,"22,654  ",
547,"22,881  ",
548,"23,110  ",
549,"23,341  ",
550,"23,574  ",
551,"23,810  ",
552,"24,048  ",
553,"24,288  ",
554,"24,531  ",
555,"100,000  ",yes
556,"25,024  ",
557,"25,275  ",
558,"25,527  ",
559,"25,783  ",
560,"26,040  ",
561,"26,301  ",
562,"26,564  ",
563,"26,829  ",
564,"27,098  ",
565,"27,369  ",
566,"27,642  ",
567,"27,919  ",
568,"28,198  ",
569,"28,480  ",
570,"28,765  ",
571,"29,052  ",
572,"29,343  ",
573,"29,636  ",
574,"29,933  ",
575,"30,232  ",
576,"30,534  ",
577,"30,840  ",
578,"31,148  ",
579,"31,460  ",
580,"31,774  ",
581,"32,092  ",
582,"32,413  ",
583,"32,737  ",
584,"33,064  ",
585,"33,395  ",
586,"33,729  ",
587,"34,066  ",
588,"34,407  ",
589,"34,751  ",
590,"35,099  ",
591,"35,450  ",
592,"35,804  ",
593,"36,162  ",
594,"36,524  ",
595,"36,889  ",
596,"37,258  ",
597,"37,630  ",
598,"38,007  ",
599,"38,387  ",
600,"38,771  ",
601,"39,158  ",
602,"39,550  ",
603,"39,945  ",
604,"40,345  ",
605,"40,748  ",
606,"41,156  ",
607,"41,567  ",
608,"41,983  ",
609,"42,403  ",
610,"42,827  ",
611,"43,255  ",
612,"43,688  ",
613,"44,125  ",
614,"44,566  ",
615,"45,012  ",
616,"45,462  ",
617,"45,916  ",
618,"46,375  ",
619,"46,839  ",
620,"47,308  ",
621,"47,781  ",
622,"48,258  ",
623,"48,741  ",
624,"49,228  ",
625,"49,721  ",
626,"50,218  ",
627,"50,720  ",
628,"51,227  ",
629,"51,740  ",
630,"52,257  ",
631,"52,780  ",
632,"53,307  ",
633,"53,840  ",
634,"54,379  ",
635,"54,923  ",
636,"55,472  ",
637,"56,027  ",
638,"56,587  ",
639,"57,153  ",
640,"57,724  ",
641,"58,301  ",
642,"58,884  ",
643,"59,473  ",
644,"60,068  ",
645,"60,669  ",
646,"61,275  ",
647,"61,888  ",
648,"62,507  ",
649,"63,132  ",
650,"63,763  ",
651,"64,401  ",
652,"65,045  ",
653,"65,696  ",
654,"66,352  ",
655,"67,016  ",
656,"67,686  ",
657,"68,363  ",
658,"69,047  ",
659,"69,737  ",
660,"70,434  ",
661,"71,139  ",
662,"71,850  ",
663,"72,569  ",
664,"73,294  ",
665,"74,027  ",
666,"74,768  ",
667,"75,515  ",
668,"76,270  ",
669,"77,033  ",
670,"77,803  ",
671,"78,582  ",
672,"79,367  ",
673,234  ,yes
674,"80,963  ",
675,"81,772  ",
676,"82,590  ",
677,"83,416  ",
678,"84,250  ",
679,"85,093  ",
680,"85,943  ",
681,"86,803  ",
682,"87,671  ",
683,"88,548  ",
684,"89,433  ",
685,"90,327  ",
686,"91,231  ",
687,"92,143  ",
688,"93,064  ",
689,"93,995  ",
690,"94,935  ",
691,"95,884  ",
692,"96,843  ",
693,"97,812  ",
694,"98,790  ",
695,"99,778  ",
696,"100,775  ",
697,"101,783  ",
698,"102,801  ",
699,"103,829  ",
700,"104,867  ",
701,"105,916  ",
702,"106,975  ",
703,"108,045  ",
704,"109,125  ",
705,"110,217  ",
706,"111,319  ",
707,"112,432  ",
708,"113,556  ",
709,"114,692  ",
710,"115,839  ",
711,"116,997  ",
712,"118,167  ",
713,"119,349  ",
714,"120,542  ",
715,"121,748  ",
716,"122,965  ",
717,"124,195  ",
718,"125,437  ",
719,"10,000,000  ",yes
720,"127,958  ",
721,"129,238  ",
722,"130,530  ",
723,"131,835  ",
724,"133,154  ",
725,"134,485  ",
726,"135,830  ",
727,"137,188  ",
728,"138,560  ",
729,"139,946  ",
730,"141,345  ",
731,"142,759  ",
732,"144,186  ",
733,"145,628  ",
734,"147,085  ",
735,"148,555  ",
736,"150,041  ",
737,"151,541  ",
738,"153,057  ",
739,"154,587  ",
740,"156,133  ",yes
741,"157,695  ",
742,"159,271  ",
743,"160,864  ",
744,"162,473  ",
745,"164,098  ",
746,"165,739  ",
747,"167,396  ",
748,"169,070  ",
749,"170,761  ",
750,"172,468  ",
751,"174,193  ",
752,"175,935  ",
753,"177,694  ",
754,"179,471  ",
755,"181,266  ",
756,"183,078  ",
757,"184,909  ",
758,"186,758  ",
759,"188,626  ",
760,"190,512  ",
761,"192,417  ",
762,"194,341  ",
763,"196,285  ",
764,"198,248  ",
765,"200,230  ",
766,"202,232  ",
767,"204,255  ",
768,"206,297  ",
769,"208,360  ",
770,"210,444  ",
771,"212,548  ",
772,"214,674  ",
773,"216,821  ",
774,"218,989  ",
775,"221,179  ",
776,"223,390  ",
777,"225,624  ",
778,"227,881  ",
779,"230,159  ",
780,"232,461  ",
781,"234,786  ",
782,"237,134  ",
783,"239,505  ",
784,"241,900  ",
785,"244,319  ",
786,"246,762  ",
787,"249,230  ",
788,"251,722  ",
789,"254,239  ",
790,"256,782  ",
791,"259,349  ",
792,"261,943  ",
793,"264,562  ",
794,"267,208  ",
795,"269,880  ",
796,"272,579  ",
797,"275,305  ",
798,"278,058  ",
799,"280,838  ",
800,"283,647  ",
801,"286,483  ",
802,"289,348  ",
803,"292,241  ",
804,"295,164  ",
805,"298,115  ",
806,"301,097  ",
807,"304,108  ",
808,"307,149  ",
809,"310,220  ",
810,"313,322  ",
811,"316,456  ",
812,"319,620  ",
813,"322,816  ",
814,"326,045  ",
815,"329,305  ",
816,"332,598  ",
817,"335,924  ",
818,"339,283  ",
819,"342,676  ",
820,"346,103  ",
821,"349,564  ",
822,"353,059  ",
823,"356,590  ",
824,"360,156  ",
825,"363,758  ",
826,"367,395  ",
827,"371,069  ",
828,"374,780  ",
829,"378,528  ",
830,"382,313  ",
831,"386,136  ",
832,"389,997  ",
833,"393,897  ",
834,"397,836  ",
835,"401,815  ",
836,"405,833  ",
837,"409,891  ",
838,"413,990  ",
839,"418,130  ",
840,"422,311  ",
841,"426,534  ",
842,"430,800  ",
843,"435,108  ",
844,"439,459  ",
845,"443,853  ",
846,"448,292  ",
847,"452,775  ",
848,"457,303  ",
849,"461,876  ",
850,"466,494  ",
851,"471,159  ",
852,"475,871  ",
853,"480,630  ",
854,"485,436  ",
855,"490,290  ",
856,"495,193  ",
857,"500,145  ",
858,"505,146  ",
859,"510,198  ",
860,"515,300  ",
861,"520,453  ",
862,"525,657  ",
863,"530,914  ",
864,"536,223  ",
865,"541,585  ",
866,"547,001  ",
867,"552,471  ",
868,"557,996  ",
869,"563,576  ",
870,"569,212  ",
871,"574,904  ",
872,"580,653  ",
873,"586,459  ",
874,"592,324  ",
875,"598,247  ",
876,"604,230  ",
877,"610,272  ",
878,"616,375  ",
879,"2,000,000  ",yes
880,"628,764  ",
881,"635,051  ",
882,"641,402  ",
883,"647,816  ",
884,"654,294  ",
885,"660,837  ",
886,"667,445  ",
887,"674,120  ",
888,"680,861  ",
889,"687,670  ",
890,"694,546  ",
891,"701,492  ",
892,"708,507  ",
893,"715,592  ",
894,"722,748  ",
895,"729,975  ",
896,"737,275  ",
897,"744,648  ",
898,"752,094  ",
899,"759,615  ",
900,"765,000  ",yes
901,"774,883  ",
902,"782,632  ",
903,"790,459  ",
904,"798,363  ",
905,"806,347  ",
906,"814,410  ",
907,"822,554  ",
908,"830,780  ",
909,"839,088  ",
910,"847,479  ",
911,"855,953  ",
912,"864,513  ",
913,"873,158  ",
914,"881,890  ",
915,"890,709  ",
916,"899,616  ",
917,"908,612  ",
918,"917,698  ",
919,"926,875  ",
920,"936,144  ",
921,"945,505  ",
922,"954,960  ",
923,"964,510  ",
924,"974,155  ",
925,"983,896  ",
926,"993,735  ",
927,"1,003,673  ",
928,"1,013,709  ",
929,"1,023,847  ",
930,"1,034,085  ",
931,"1,044,426  ",
932,"1,054,870  ",
933,"1,065,419  ",
934,"1,076,073  ",
935,"1,086,834  ",
936,"1,097,702  ",
937,"1,108,679  ",
938,"1,119,766  ",
939,"1,130,964  ",
940,"1,142,273  ",
941,"1,153,696  ",
942,"1,165,233  ",
943,"1,176,885  ",
944,"1,188,654  ",
945,"1,200,541  ",
946,"1,212,546  ",
947,"1,224,671  ",
948,"1,236,918  ",
949,"1,249,287  ",
950,"1,261,780  ",
951,"1,274,398  ",
952,"1,287,142  ",
953,"1,300,013  ",
954,"1,313,014  ",
955,"1,326,144  ",
956,"1,339,405  ",
957,"1,352,799  ",
958,"1,366,327  ",
959,"1,379,990  ",
960,"1,393,790  ",
961,"1,407,728  ",
962,"1,421,806  ",
963,"1,436,024  ",
964,"1,450,384  ",
965,"1,464,888  ",
966,"1,479,537  ",
967,"1,494,332  ",
968,"1,509,275  ",
969,"150,000  ",yes
970,"1,539,612  ",
971,"1,555,008  ",
972,"1,570,558  ",
973,"1,586,263  ",
974,"1,602,126  ",
975,"1,618,147  ",
976,"1,634,329  ",
977,"1,650,672  ",
978,"1,667,179  ",
979,"1,683,851  ",
980,"1,700,689  ",
981,"1,717,696  ",
982,"1,734,873  ",
983,"1,752,222  ",
984,"1,769,744  ",
985,"1,787,441  ",
986,"1,805,316  ",
987,"1,823,369  ",
988,"1,841,603  ",
989,"1,860,019  ",
990,"1,878,619  ",
991,"1,897,405  ",
992,"1,916,379  ",
993,"1,935,543  ",
994,"1,954,898  ",
995,"1,974,447  ",
996,"1,994,192  ",
997,"2,014,134  ",
998,"2,034,275  ",
999,"2,054,618  ",
1000,"2,075,164  ",
